metric_id,sub_power,type,question,seeded_headline,n,status,anchor_source_flag,tranche,real_anchor,source,base,grade,notes,bucket,bucket_why
REW_BEN_FAM_008,Time Off,single_select,Do you provide paid emergency or compassionate leave?,Partially paid (case-by- 38%,212,ANCHORED,YES,2 - leave/policy,"Paid bereavement/compassionate leave is near-universal: 86% of UK employers offer it (up from 71% in 2018). Emergency/compassionate leave is among the most common paid-leave benefits, behind only 25+ days holiday (82%) in the discretionary-leave set.","CIPD ""Reward Management Survey 2022: Focus on employee benefits"" (April 2022, ref tcm18-108776). Employer survey: 280 UK reward professionals, fieldwork Oct 2021 (private 70%/public/voluntary); item-level bases ~212-253 due to per-question non-response. Grade A (CIPD employer-prevalence) with modest-sample caveat (~280). Verified from source PDF.","All-UK employers, ~280 reward professionals (item bases ~212-253), CIPD Oct 2021, private-skewed 70%. Employer-prevalence (correct denominator). Size/sector splits in source. Modest sample - solid but not as large as CIPD benefits-focus (n=1,059).",B,"CIPD RMS 2022 Grade A all-UK: paid bereavement leave 86% (2018: 71%). Strong upward trend. Public sector more likely than private. Proxy for emergency/compassionate paid leave. | legacy corrob: compassionate leave modal 5 days (15/23), n=23 [2026-06-21] || GRADE A->B (ruled 2026-07-16): dated modest base — CIPD Oct 2021, ~280 reward professionals, private-skew 70%.",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW_BEN_FAM_009,Time Off,single_select,Do you provide paid study or exam leave?,Unpaid leave only 68%,215,ANCHORED,YES,2 - leave/policy,"70% of UK employers offer paid study leave (often grade/role-dependent rather than universal). Sits within a strong L&D benefits set: 92% offer training/career-development, 75% pay professional subscriptions, 75% conference attendance.","CIPD ""Reward Management Survey 2022: Focus on employee benefits"" (April 2022, ref tcm18-108776). Employer survey: 280 UK reward professionals, fieldwork Oct 2021 (private 70%/public/voluntary); item-level bases ~212-253 due to per-question non-response. Grade A (CIPD employer-prevalence) with modest-sample caveat (~280). Verified from source PDF.","All-UK employers, ~280 reward professionals (item bases ~212-253), CIPD Oct 2021, private-skewed 70%. Employer-prevalence (correct denominator). Size/sector splits in source. Modest sample - solid but not as large as CIPD benefits-focus (n=1,059).",A,"CIPD RMS 2022 Grade A all-UK: study leave 70% (frequently targeted to certain employees, not all-staff). Part of 92%-offer training/development backbone.",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW_BEN_FAM_010,Time Off,single_select,Do you provide paid volunteering leave?,Unpaid leave only 62%,216,ANCHORED,YES,2 - leave/policy,"30% of UK employers offer paid time off for voluntary/community work. A minority, above-statutory practice (no statutory volunteering-leave right in UK).","CIPD ""Reward Management Survey 2022: Focus on employee benefits"" (April 2022, ref tcm18-108776). Employer survey: 280 UK reward professionals, fieldwork Oct 2021 (private 70%/public/voluntary); item-level bases ~212-253 due to per-question non-response. Grade A (CIPD employer-prevalence) with modest-sample caveat (~280). Verified from source PDF.","All-UK employers, ~280 reward professionals (item bases ~212-253), CIPD Oct 2021, private-skewed 70%. Employer-prevalence (correct denominator). Size/sector splits in source. Modest sample - solid but not as large as CIPD benefits-focus (n=1,059).",A,CIPD RMS 2022 Grade A all-UK: paid voluntary-work leave 30%. Minority practice; sits near military-reserve leave (27%).,CLEAN,single % vs single option
REW_BEN_FAM_011,Time Off,single_select,Do you offer sabbaticals or career breaks?,Yes - unpaid sabbaticals 67%,216,ANCHORED,YES,2 - leave/policy,"Career breaks/sabbaticals are a minority benefit: 26% of UK employers offer UNPAID career breaks/sabbaticals; PAID sabbaticals are rarer still (low single-to-low-double-digit, among the least-common development benefits). Mostly grade/tenure-dependent.","CIPD ""Reward Management Survey 2022: Focus on employee benefits"" (April 2022, ref tcm18-108776). Employer survey: 280 UK reward professionals, fieldwork Oct 2021 (private 70%/public/voluntary); item-level bases ~212-253 due to per-question non-response. Grade A (CIPD employer-prevalence) with modest-sample caveat (~280). Verified from source PDF.","All-UK employers, ~280 reward professionals (item bases ~212-253), CIPD Oct 2021, private-skewed 70%. Employer-prevalence (correct denominator). Size/sector splits in source. Modest sample - solid but not as large as CIPD benefits-focus (n=1,059).",A,"CIPD RMS 2022 Grade A all-UK: unpaid career breaks/sabbaticals 26%; paid sabbaticals notably rarer (bottom of the development-benefit list). Base n=253. | legacy corrob: sabbaticals offered by ~79% (mostly Unpaid Only 45/67), n=67 - skews high (large-employer); CIPD A-grade remains primary [2026-06-21]",CLEAN,single % vs single option
REW_BEN_FAM_012,Time Off,single_select,Do you provide specific paid leave related to menopause,"Support provided, but no 67%",214,unanchored - needs research,,2 - leave/policy,,"CIPD ""Menopause in the workplace: Employee experiences 2023"" (Oct 2023), employer-prevalence figures cross-referenced to CIPD/Simplyhealth Health & Wellbeing at Work survey (people-professional respondents). Grade A for the policy-prevalence figure. Verified from source PDF.","Employer-prevalence figure drawn from CIPD/Simplyhealth H&W employer survey (people professionals), all-UK. Surrounding symptom/sentiment data is from an employee survey (n=2,185 working women 40-60) and is NOT used for prevalence.",,"|| LEGISLATIVE CONTEXT (Mercer Marsh Mar 2026, ERA 2025): menopause support + gender-equality action plans voluntary now, MANDATORY from 2027 for employers with 250+ staff. NOT a prevalence figure - row remains UNANCHORED, needs a prevalence source. || NEW ANCHOR (was unanchored/legislative-flag only). 24% stand-alone / ~40% any policy is the clean prevalence figure. Replaces the prior Mercer-Marsh legislative-context-only note with a real CIPD employer prevalence anchor. || ADJACENT-TOPIC REFERENCE (no menstrual row exists in register to anchor): CIPD ""Menstruation and support at work"" (Nov 2023, ref 8500; YouGov n=2,060 women 18-60, UNWEIGHTED, employee-experience survey). The one employer-prevalence figure: 12% of organisations provide menstruation/menstrual-health support (policy/guidance/training); 67% none; 21% don't know. Rest is employee-side (symptoms, support-received) - wrong denominator. If a menstrual-health-support row is added, anchor 12% (Grade B - unweighted, employee-reported org support). || CORROBORATION (HRDH Talent22, n=165 large UK cos): menopause support 42% implemented + 42% considering. Employer base; agrees with CIPD A-grade ~40% any-policy within range (large-co skew). CIPD A stays primary. || LIFE-STAGE PROVISION (CIPD H&W 2025 Fig29, n=791 active orgs, large-or-moderate extent): menopause transition 55%; this is wellbeing-ACTIVITY provision (policy/guidance/training), broader than the stand-alone-policy figure (CIPD 2023 ~40% any policy). Both A-grade, different bases - keep the policy figure as the anchor, this as the activity context. || Aon UK B&T 2025: menopause training/information 57% (up from 25% in 2022). Corroborates CIPD menopause finding; dated trend. Broker skew. || STATUTORY FORWARD-FLAG (Mercer Marsh Benefits 'Employee benefits market trends (UK)' Mar 2026): gender equality action plans + menopause support voluntary from Apr 2026, MANDATORY for 250+ employee orgs from 2027 (Employment Rights Act 2025). Will shift menopause-support prevalence upward at the large-employer end.",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW_BEN_HOL_001,Time Off,single_select,"How much annual leave do employees typically receive, e",25-27 days 45%,216,ANCHORED,YES,2 - leave/policy,"25+ days annual leave (excl bank hols), FT: 36% all; 58-59% large; 35% SME","CIPD Reward Survey: Focus on Employee Benefits (Feb 2026, YouGov, n=1,059; large 250+ n=178; SME n=881)",all-UK / large split,A,"RS Fig13=36% all; Fig24 large=58% || CORROBORATION (Drewberry 2026, n=626): 25 days most common allowance (31.2%, up from 23.2% prior yr); 28 days 16%; 30 days 11.5%; 21-24 days grouped 18.9%; only 8.6% at statutory 20-day minimum. Consistent with the 25-days-typical anchor. Broker-book skew.",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW_BEN_HOL_002,Time Off,single_select,How are UK bank holidays treated for most employees?,Provided in addition to 37%,180,ANCHORED (statutory floor),YES - gov.uk verified,2 - leave/policy,"Statutory minimum holiday: 5.6 weeks (28 days for a 5-day week), and employers MAY include the 8 UK bank holidays within this 5.6 weeks. So ""bank holidays on top of 28 days"" is an enhancement, not a statutory requirement.",gov.uk / Acas / business.gov.uk + Employment Rights (Increase of Limits) Order 2026; Employment Rights Act 2025 (SSP reform). Verified June 2026.,"UK statutory floor (legal minimum, applies to all UK employers). This is the LEGAL BASELINE, not a prevalence - it sets the floor the platform measures ""above/on/below"" against, not what % of employers do X.",A,"Statutory framing anchors the legal position. Prevalence of ""BH on top vs included"" still needs survey - recorded as floor/framing reference.",MANUAL,no %-value in anchor
REW_BEN_HOL_003,Time Off,single_select,Can employees buy or sell annual leave?,No 56%,217,ANCHORED,YES,2 - leave/policy,Drewberry 2026: 44.1% of UK employers do NOT offer holiday trading at all (up from 35.8% prior year - suggesting policy is tightening). 18.8% allow buy/sell of up to 5 days.,"Drewberry UK Employee Benefits Benchmarking Report 2026 (Brown & Brown). Online survey of 626 HR/finance professionals, Feb 2026, UK employers all sizes/sectors. Verified from source PDF. Grade B - broker survey incl. own clients, convenience sample, benefits-engaged skew. Not UK-representative.","UK employers all sizes/sectors, n=626 HR/finance professionals (Drewberry Feb 2026 survey). Convenience sample incl. broker own clients - skewed toward larger/benefits-engaged employers. Not UK-representative.",B,"Drewberry 2026. 55.9% offer some holiday trading. Year-on-year: non-offer increased from 35.8% to 44.1% - noteworthy tightening trend. || CIPD 2026 cross-check: 41% of LARGE (250+) UK employers offer buy/sell additional leave (Fig24). Drewberry all-sizes: 55.9% offer some trading. Consistent. | legacy corrob: buy 67% (n=57, modal 5 days) / sell 43% (n=58, modal 5 days), large-employer skew; existing B remains [2026-06-21]",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW_BEN_HOL_004,Time Off,single_select,Is additional annual leave provided based on length of,Yes 50%,216,ANCHORED (Grade C - base-caveated),YES - computed from Payline,2 - leave/policy,"Additional annual leave based on length of service: present in 57% of agreements (56/98 employers show >1 distinct leave value across service bands). | QUANTUM COMPANION (re-homed from REW_BEN_HOL_006, ruled 2026-07-16): leave rises from ~25 days (1yr) to ~28-29 days (5-15yr); typical service uplift 3-5 days (IDR Payline 2024). Complementary quantum to the prevalence figure; same source family.","IDR Payline (collective-agreement records, agreements dated 2024)","IDR Payline collective-agreement database (UK). BASE CAVEAT: convenience sample of collective agreements; median workforce 1,200, 84% are 250+ FTE, ~51% public/voluntary sector - heavily large/unionised/public-skewed, NOT UK-representative. Aggregates computed by lumi from record-level data.",C,"PAYLINE n=98 employers w/ service detail. Service uplift exists in 57%. Grade C: large/public/unionised base, not UK prevalence - directional only. CIPD would be preferred A-source if available. | legacy corrob: additional holiday for service 47%, n=68 [2026-06-21]",CLEAN,single % vs single option
REW_BEN_HOL_005,Time Off,single_select,Can unused annual leave be carried over into the next l,Yes - limited carry-over 45%,213,unanchored - needs research,,2 - leave/policy,,,,,,,
REW_BEN_HOL_006,Time Off,single_select,What is the maximum number of additional annual leave d,Not applicable 64%,217,unanchored - needs research,,2 - leave/policy,,"IDR Payline (collective-agreement records, agreements dated 2024)","IDR Payline collective-agreement database (UK). BASE CAVEAT: convenience sample of collective agreements; median workforce 1,200, 84% are 250+ FTE, ~51% public/voluntary sector - heavily large/unionised/public-skewed, NOT UK-representative. Aggregates computed by lumi from record-level data.",,"PAYLINE 12 (n=271 records). Median 26d; 73% give 25+ days (cf CIPD direction, higher level as expected from base skew). Service uplift typically +3 to +5 days. Grade C base-caveated. | legacy corrob: max holiday after service modal 25-30 days, n=59 [2026-06-21]",MANUAL,no %-value in anchor
REW_BEN_HOL_007,Time Off,single_select,Are employees required to take annual leave during set,No 80%,216,unanchored - needs research,,2 - leave/policy,,,,,,,
REW_BEN_HOL_008,Time Off,single_select,Can employees swap UK bank holidays for alternative day,Yes 47%,217,unanchored - needs research,,2 - leave/policy,,,,,,,
REW_BEN_SICK_001,Time Off,single_select,How does your occupational sick pay compare to statutor,Combination of enhanced 47%,218,ANCHORED,YES,2 - leave/policy,Occupational sick pay: 18% all (Fig13); 60-66% large; 17-18% SME,"CIPD Reward Survey: Focus on Employee Benefits (Feb 2026, YouGov, n=1,059; large 250+ n=178; SME n=881)",all-UK / large split,A,"RS Fig13=18% all; Fig24 large=60%. HW=66% all-employees (diff base/question). Use RS for benefit-offer prevalence | legacy corrob: sick pay basis By-service 25 / Same-for-all 13 / Statutory 4, n=45 - sick pay most service-linked of leave types [2026-06-21] || PROVIDE-TO-ALL SPLIT (CIPD Feb 2026 Fig14): of large employers offering occupational sick pay, 78% provide to ALL employees; SMEs offering OSP give to all in ~90%. Reinforces the 18% all-UK / 60% large prevalence anchor. || SERVICE-TO-QUALIFY (CIPD H&W 2025 Fig23, n=819 OSP): no service needed/day-one 29% / 3mo 13% / 6mo 2% / 12mo 23% / 2yr 2% / other 9%. Day-one eligibility rises to 43% in public sector. 66% of all orgs have OSP for all employees. Adds eligibility-gate detail to the prevalence anchor.",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW_BEN_SICK_002,Time Off,single_select,For how long is enhanced occupational sick pay typicall,None (statutory only) 37%,214,ANCHORED,YES,2 - leave/policy,OSP duration full pay: ~10% <1 month; ~40% >6 months; public sector most generous,"CIPD Health & Wellbeing at Work 2025 (Sept 2025, YouGov, n=1,101; large 250+ n=376; SME n=446)",orgs with OSP,A,"HW Fig24 || CIPD H&W 2025 SOURCE: of employers giving full OSP pay, ~21% give 6-12 months, 33% ""1 year"", and 40%+ give >6 months overall; ~10% under 1 month. Public sector most generous (64% >6 months vs 29% private). || DURATION BAND SPLIT (Drewberry 2026, n=626): full-pay sick pay - <=1 week 7.7% / 2-4 weeks 32.9% (most common) / 5-13 weeks 23.2% / SSP-only ~9%. Adds finer band detail to CIPD's '~10% <1mo, ~40% >6mo' duration anchor. Broker-book skew; CIPD A stays primary. || FINE-BAND DURATION (CIPD H&W 2025 Fig24, n=718 OSP-with-full-pay): full pay <1mo 6% / 1-2mo 3% / 2-4mo 3% / 4-6mo 11% / 6mo-1yr 9% / 1yr 21% / >1yr 33% (=~40% give >=6mo full pay). 88% of OSP schemes give full pay for some/part of absence. Public sector most generous (64% give >6mo vs private 29% / non-profit 35%). Confirms + refines the existing '~10% <1mo, ~40% >6mo' anchor.",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW_BEN_SICK_004,Time Off,single_select,Is there a waiting period before occupational sick pay,Not applicable (statutor 38%,213,ANCHORED,YES,2 - leave/policy,OSP waiting period: ~30% eligible from day one; rises to 43% public,"CIPD Health & Wellbeing at Work 2025 (Sept 2025, YouGov, n=1,101; large 250+ n=376; SME n=446)",orgs with OSP,A,HW Fig23,BASE_VARIANT,multi-base; use all-UK (first/headline)
REW_BEN_SICK_005,Time Off,single_select,Are eligibility rules for occupational sick pay clearly,Partly 64%,213,unanchored - needs research,,2 - leave/policy,,"lumi legacy platform (HR Data Hub intake), 2019-20","UK employer-prevalence, answered-only n; large-employer/FTSE skew; pre-2024 vintage",,"|| PAYLINE context (not an anchor - this row asks if rules are DOCUMENTED, a governance-existence Q Payline cannot measure): OSP service qualification in sample - 1yr 38%, 26wks 20%, none 18%, 2yr 7%. Left UNANCHORED. || Drewberry 2026. Base caveat: broker survey incl. own clients, benefits-engaged skew - OSP provision likely overstated vs. true UK-wide. Drewberry itself flags SSP reformed Apr 2026 (day-one, no LEL). || Reverted mis-fit auto-match 2026-06-20 (governance row, not a benefit-level row). | PRIMARY (legacy): sick pay basis distribution, n=45. lumi legacy platform (HR Data Hub intake), 2019-20. [2026-06-21]",MANUAL,no %-value in anchor
REW_BEN_SICK_006,Time Off,single_select,Are extended or repeated occupational sick pay cases re,Yes - some cases 67%,213,unanchored - needs research,,2 - leave/policy,,,,,,,
REW_PAY_014,Time Off,single_select,What is the standard premium for working on UK bank hol,Time-and-a-half 37%,220,unanchored - needs research,,2 - leave/policy,,,,,,,
ALLOW_01,Pay,multi_select,Which allowances are offered to employees?,Car allowance 7%,220,unanchored - needs research,,3 - pay structure,,,,,,,
ALLOW_02,Pay,yes_no,Are allowances reviewed regularly as part of reward gov,No 62%,221,unanchored - needs research,,3 - pay structure,,,,,,,
ALLOW_03,Pay,single_select,Are allowances pensionable?,No - non-pensionable 70%,220,unanchored - needs research,,3 - pay structure,,,,,,,
ALLOW_04,Pay,yes_no,Are allowances differentiated by role level?,No 62%,220,unanchored - needs research,,3 - pay structure,,,,,,,
EXT_REW_GAP_009,Pay,single_select,"For roles that support remote working, how often are em",1-2 days per week 37%,217,ANCHORED,YES,3 - pay structure,"For roles supporting remote work, 65% of UK employers require a minimum number of office days. Among those: 3 days/week most common (48%), 2 days (32%), 4 days (14%), 1 day (8%). By month: 5-10 days (26%) most common. 14% of hybrid employers plan to introduce/increase mandatory office days in next 12 months.","CIPD ""Flexible and hybrid working practices in 2025"" (July 2025, ref 8909). YouGov, n=2,050 UK HR professionals, fieldwork 14 Apr-5 May 2025, weighted/representative of senior decision-makers. Grade A. Post-ERA (Flexible Working) Act 2023 day-one right. Verified from source PDF.","All-UK employers, n=2,050 HR professionals, weighted (CIPD/YouGov 2025). Nationally representative. Sector/size splits in source. Post-Carer's-Leave-Act-2023 and post-day-one-flexible-working-right (Apr 2024).",A,"CIPD flex 2025 Grade A all-UK NEW ANCHOR: office-attendance frequency for hybrid - 3 days/week modal (48%). 65% set a minimum (up from 52% in 2023). | legacy corrob: WFH/flexible working near-universal in this large-employer sample (WFH 100%/flex 93% in place where answered) - skews high vs national [2026-06-21] || CONTEXT (Drewberry 2026, n=626): remote-working DAYS allowed - 2 days most common 25.1%, 3 days 19.3%, fully on-site 15.7% (up from 7% prior yr - tightening), staff-choice 14.2%. This row concerns remote-pay treatment not day-counts; reference only. || CONFIRMED CURRENT (CIPD Flexible & Hybrid Working 2025 (Jul 2025, YouGov n=2,050 employers, weighted)): 74% have hybrid working (down from 84% 2023, 77% 2022); of those requiring min office days, 3 days most common 48%, then 2 days 32%, 4 days 14%, 1 day 8%. 65% require a minimum number of office days (up from 52% in 2023).",BASE_VARIANT,multi-base; use all-UK (first/headline)
EXT_REW_GAP_010,Pay,single_select,Where are remote employees permitted to work from?,Within defined UK region 28%,165,unanchored - needs research,,3 - pay structure,,"CIPD ""Flexible and hybrid working practices in 2025"" (July 2025, ref 8909). YouGov, n=2,050 UK HR professionals, fieldwork 14 Apr-5 May 2025, weighted/representative of senior decision-makers. Grade A. Post-ERA (Flexible Working) Act 2023 day-one right. Verified from source PDF.","All-UK employers, n=2,050 HR professionals, weighted (CIPD/YouGov 2025). Nationally representative. Sector/size splits in source. Post-Carer's-Leave-Act-2023 and post-day-one-flexible-working-right (Apr 2024).",,"CIPD flex 2025 Grade A all-UK NEW ANCHOR: hybrid 74%; 65% mandate minimum office days (3 most common). Proxy for ""where remote staff may work"" via office-attendance framing. || Good Work Index 2025 ZERO-YIELD (CIPD ref 8868, June 2025, YouGov n=5,017 EMPLOYEES weighted): employee-SENTIMENT job-quality instrument (pay satisfaction, financial security, autonomy, engagement, manager ratings, AI automation 16%). Wrong denominator for employer-prevalence rows. Its flex figures (WFH 50% used, flexi-time 38%, four-day-week unmet demand 45%) are EMPLOYEE-side and duplicate the employer-side flex-2025 anchor from the other angle - NOT new prevalence. Correctly NOT anchored. || CONFIRMED CURRENT (CIPD Flexible & Hybrid Working 2025 (Jul 2025, YouGov n=2,050 employers, weighted)): frontline-worker flexibility 59% offer some kind; most common swap shifts 35%, flex start/finish 32%, flex shift scheduling 32%, buy/sell holidays 20%.",BASE_VARIANT,multi-base; use all-UK (first/headline)
EXT_REW_GAP_011,Pay,multi_select,Which home-working expenses are typically reimbursed or,None 41%,215,unanchored - needs research,,3 - pay structure,,,,,"PARTIAL (CIPD Flexible & Hybrid Working 2025 (Jul 2025, YouGov n=2,050 employers, weighted)): report gives home-working COST treatment (64% no pay/benefit reduction; 13% provide a contribution) but NOT a which-expenses-reimbursed split. Row stays unanchored - no clean prevalence for the specific expense-category question. Do not force.",,
EXT_REW_GAP_013,Pay,single_select,How often are employees typically paid?,Monthly 72%,179,unanchored - needs research,,3 - pay structure,,,,,,,
OT_04_b14623a6,Pay,single_select,Are shift premiums paid for unsocial hours?,Yes 60%,214,ANCHORED,,3 - pay structure,63% of employers pay a shift premium (Fixed-rate most common; some % of hourly),"lumi legacy platform (HR Data Hub intake), 2019-20","UK employer-prevalence, answered-only n; large-employer/FTSE skew; pre-2024 vintage",B,"PRIMARY (legacy): shift premium paid Yes-Fixed 18 / Yes-%hourly 8 / No 16, n=43. lumi legacy platform (HR Data Hub intake), 2019-20. [2026-06-21]",CLEAN,single % vs single option
PAYTR_02_131bd412,Pay,single_select,Are pay bands or salary ranges visible to employees?,Yes 56%,214,ANCHORED,YES,3 - pay structure,Pay bands/ranges visible to employees: internal ~40% always publish; 32% never,"CIPD Pay, Performance and Transparency 2024 (n=832; large 250+ 57%; SME 43%)",all-UK,A,PPT Fig18 || CIPD PPT 2024 Grade A all-UK: 62% always/sometimes publish salary RANGES in external job adverts (only 37% publish specific salaries); internal 60% ranges. Pay-structure operation shared by 47%; only 39% let staff see how their pay compares to grade min/max/median. Pension info in adverts 62%.,BASE_VARIANT,multi-base; use all-UK (first/headline)
PROP_168a6213,Pay,single_select,To what extent is pay differentiated based on scarce sk,Moderate use in some fun 37%,215,unanchored - needs research,,3 - pay structure,,,,,,,
PROP_634adacd,Pay,single_select,What was the typical (median) base salary increase for,3.0%-3.9% 30%,166,ANCHORED,YES,3 - pay structure,"Median expected basic pay increase 3% overall, across all sectors (private/public/voluntary)",CIPD Labour Market Outlook Spring 2026,all-UK,A,LMO Spring 2026 p16-17. Stable at 3%. Real pay set to fall,CLEAN,single % vs single option
PROP_8e0b6316,Pay,single_select,How often is the organisation's main pay review cycle (,Annually 80%,214,ESTIMATE-FLAGGED (no published prevalence),N/A,3 - pay structure,Pay review cycle frequency: predominantly annual (standard UK practice),-,all-UK,EST,"estimate-flag: annual is near-universal but not freshly surveyed here || DISTINCT METRIC (Drewberry 2026): benefits-review cadence (NOT pay-review) = annual 42.5% / twice-yearly 22.8% / ad-hoc 10.2%; 51.9% of reviewers found cost savings. Reference only - this is benefits review frequency, a different question from the pay-review cycle this row measures. Do not merge.",MANUAL,no %-value in anchor
PROP_9e4ad87f,Pay,numeric,What was the overall salary increase budget (merit/annu,3.9 10%,200,ANCHORED,YES,3 - pay structure,"Pay-award budget median 3%; distribution shifting into 3-3.99% band (40% of employers, up from 25%); 5%+ awards fallen to 15%",CIPD Labour Market Outlook Spring 2026,all-UK,A,LMO Spring 2026 Fig12 distribution,BASE_VARIANT,multi-base; use all-UK (first/headline)
PROP_d16bae79,Pay,numeric,What was total workforce cost per FTE in the last compl,41500 3%,202,unanchored - needs research,,3 - pay structure,,,,,,,
PROP_dff9a2a5,Pay,single_select,What proportion of employees received a base pay increa,95%-100% 41%,216,ANCHORED,YES,3 - pay structure,Proportion receiving a base increase: most employers awarding ~3%; <0%/freeze a small tail,CIPD Labour Market Outlook Spring 2026,all-UK,B,"Derived from LMO award distribution || RETIRED (Diff 14, 2026-07-18): fictional-practice metric — if a review runs, ~everyone gets an increase; middle bands measure nothing. Question status=retired, seed answers deleted. Anchor retained for the record.",BASE_VARIANT,multi-base; use all-UK (first/headline)
PROP_e63cf45a,Pay,numeric,What was total workforce cost as a percentage of revenu,35 6%,199,unanchored - needs research,,3 - pay structure,,,,,,,
PROP_fe1a29ec,Pay,single_select,Do you use external pay/benefits benchmarking data (e.g,Yes 55%,215,ANCHORED,YES,3 - pay structure,"Benchmarking prevalence: 49.5% of UK employers benchmark their benefits against competitors; 46.8% do NOT. (Drewberry's question is BENEFITS benchmarking specifically - apply to the benefits side of this row, not pay-survey usage.)",Drewberry UK Employee Benefits Benchmarking Report 2026 (Brown & Brown broker),"UK employer-prevalence; n=626, online Feb 2026; broker-book skew; indicative not nationally weighted.",B,,DISTRIBUTION,headline vs seed band aggregate
REW262_PAY_AISKILLSPAY,Pay,yes_no,Do you pay a premium specifically for AI skills?,No 72%,220,UNANCHORED,,3 - pay structure,,,,,Status was ANCHORED but anchor/source/notes all empty - reverted to true UNANCHORED state 2026-06-20.,,
REW262_PAY_CANCELLEDSHIFT,Pay,yes_no,Do you compensate workers for shifts cancelled at short,No 61%,220,UNANCHORED,,3 - pay structure,,,,,Status was ANCHORED but anchor/source/notes all empty - reverted to true UNANCHORED state 2026-06-20.,,
REW262_PAY_GUARANTEEDHRS,Pay,single_select,Do you proactively offer guaranteed-hours contracts to,No 42%,220,UNANCHORED,,3 - pay structure,,,,,Status was ANCHORED but anchor/source/notes all empty - reverted to true UNANCHORED state 2026-06-20.,,
REW262_PAY_SHIFTNOTICE,Pay,single_select,How much advance notice of shifts do you give?,1-2 weeks 29%,220,UNANCHORED,,3 - pay structure,,,,,Status was ANCHORED but anchor/source/notes all empty - reverted to true UNANCHORED state 2026-06-20.,,
REW263_PAY_COMPARATIO,Pay,single_select,What is your typical target compa-ratio / position-in-r,Not applicable 45%,220,unanchored - needs research,,3 - pay structure,,,,,,,
REW263_PAY_GUARHRSAVG,Pay,single_select,"For zero-/low-hours workers, do you offer guaranteed-ho",No 40%,220,unanchored - needs research,,3 - pay structure,,,,,,,
REW263_PAY_MERITMATRIX,Pay,single_select,Do you use a formal merit matrix (performance rating x,No 40%,220,unanchored - needs research,,3 - pay structure,,"CIPD ""Pay, performance and transparency 2024"" (Feb 2024, ref 8551, supported by ADP; research by IDR). YouGov, n=832 UK HR/senior decision-makers, fieldwork 3-24 Oct 2023, weighted (private 75%/public 18%/voluntary 7%; 57% large 250+, 43% SME). Grade A. Verified from source PDF.","All-UK employers, n=832, weighted (CIPD/IDR/YouGov 2023). Nationally representative. Sector & size splits in source. STRUCTURE/governance/transparency prevalence only - pay-level (increase %) data excluded as lumi holds no pay data.",,"CIPD PPT 2024 Grade A all-UK: NEW ANCHOR (performance-link prevalence as proxy for formal merit-matrix use). Merit pay 41% MPT/29% other; overall 60% link pay-to-performance. Honest caveat: report measures merit-pay USE, not specifically a rating x position MATRIX - matrix is a subset.",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW263_PAY_SHIFTRIGHTS,Pay,single_select,Do you provide reasonable notice of shifts and short-no,Neither 28%,220,unanchored - needs research,,3 - pay structure,,,,,,,
REW263_PAY_SSPALIGN,Pay,single_select,Following SSP reform (removal of lower earnings limit a,Reviewing 33%,220,unanchored - needs research,,3 - pay structure,,"CIPD Health & Wellbeing at Work 2025 (Sept 2025, YouGov, n=1,101; large 250+ n=376; SME n=446)",statutory + sentiment,,"HW p27. Statutory change anchored || ERA 2025 timeline (Mercer Marsh Mar 2026): removal of SSP Lower Earnings Limit and the 3-day waiting period (SSP currently paid from day 4) takes effect Apr 2026. Confirms the reform date this row is benchmarked to. || CORROBORATION: Brightmine ""ERA SSP Survey"" infographic (Nov 2025, n=77 HR pros, HR & Compliance Centre). On readiness for the Apr-2026 SSP reform (LEL removed, waiting period removed): 66.5% of orgs say current sick pay is already in line with the new arrangements; 9.7% more generous; 23.2% less generous and will need to align to stay compliant. 18.7% had already started reviewing/drafting updated policies. ~half expect absence costs to rise. Grade C (small n=77, self-selected) - corroborates the SSP-alignment picture; did not change primary anchor. || STATUTORY FORWARD-FLAG (Mercer Marsh Benefits 'Employee benefits market trends (UK)' Mar 2026): Employment Rights Act 2025 removes SSP Lower Earnings Limit AND the waiting period (currently paid from day 4) - effective April 2026. Confirms the SSP-reform basis of this row.",CLEAN,single % vs single option
REW26_PAY_JOBEVAL_COVERAGE,Pay,multi_select,Which job levels are covered by a formal job-evaluation,All 30%,220,unanchored - needs research,,3 - pay structure,,,,,,,
REW26_PAY_SKILLS_PAY,Pay,yes_no,Do you operate a skills- or capability-based pay framew,No 73%,220,unanchored - needs research,,3 - pay structure,,,,,,,
REW_BEN_058,Pay,single_select,"In the last 12 months, have you enhanced benefits in re",Yes 50%,220,ANCHORED,YES,3 - pay structure,"Enhanced benefits in last 12m: 8% plan increase, 73% same, 6% decrease","CIPD Reward Survey: Focus on Employee Benefits (Feb 2026, YouGov, n=1,059; large 250+ n=178; SME n=881)",all-UK,A,RS Fig (p19). Benefits-change intention,BASE_VARIANT,multi-base; use all-UK (first/headline)
