metric_id,classification,na_share_pct,confidence,proposed_base,parent_qid,parent_condition,coherence_check,rationale,flags
PROP_c1a3da61,b_repercentage,1.4,high,answerers minus N/A: drop 'Not applicable' (3 orgs); 'No' (36) stays on graph as the substantive negative,,,"3 N/A orgs measured live. No relocation parent exists — only sibling PROP_97895482 (global mobility policy) which is 'proposed' status and downstream, not a gate.","This IS the relocation-support presence question itself, so no parent can exist above it; N/A (3 orgs, presumably never relocate hires) genuinely doesn't apply and just leaves graph+n.","""Don't know"" (4) present — leave for queued blanket-DK diff. This question is itself the natural parent for any future relocation-package children."
REW_PAY_EV_KWH_66ef252b,b_repercentage,1.4,high,answerers minus N/A: drop 'Not offered / Not applicable' (3); re-percentage over 213 (DK 8 untouched pending blanket-DK diff; 'Varies' 7 stays),,,"Negative control: 3 N/A orgs vs REW265_BEN_EVCHARGE 'No' (162): overlap 2 — no signal, and the EVCHARGE parent is semantically wrong anyway (162 no-workplace-charging orgs vs 205 substantive home-rate answers here proves independence).","Tiny combined absence option on a rate question with no home-EV-reimbursement presence gate in the bank; REW265_BEN_EVCHARGE gates WORKPLACE charging, a different benefit, so it cannot condition this metric.","'Varies (e.g., by tariff/location)' (7) stays on graph per rule; DK (8) → blanket-DK diff; compound label 'Not offered / Not applicable' merges the two absence phrasings into one code (no split needed)."
PROP_d992b2ea,b_repercentage,1.4,high,answerers minus N/A (drop 3 'Not applicable' orgs; re-percentage over remaining answerers),,,"3 N/A orgs (2 Manufacturing & Engineering, 1 Construction & Infrastructure; one 10,000+ FTE). No candidate parent measured coherent - PROP_34ffb6e2 has no No/absent side to gate on.","'Where applicable' is baked into the question text and 'No' already carries absence-of-a-standard; no grade-structure/promotion-framework exists-gate lives in the bank (PROP_34ffb6e2 governs governance style, not existence). N/A = doesn't apply, no clean parent - drop and re-percentage.","Don't know present (6, blanket-DK diff). 'Yes - varies by job family/level' is a varies-option - stays on graph."
REW_BEN_HOL_002,b_repercentage,0,high,no change to graph or n today — 'Not applicable' has ZERO answers (0 of 180); rule application is a no-op; strip the vestigial option at next option redesign,,,Live count: SELECT COUNT(*) answers WHERE value='Not applicable' → 0 (180 answerers). No parent exists or is needed.,"UK bank-holiday treatment applies to every org on the platform, so the is_na 'Not applicable' option is vestigial; zero members picked it, and it is not a conditioned metric (only the tronc/tips family qualifies for already_conditioned).","DK (15) still on this metric → blanket-DK diff (r3sw5 stripped DK from HOL_001 only, not HOL_002); option-strip candidate mirroring the r3sw5 HOL_001 pattern. Holiday family: REW_BEN_HOL_001/002/008."
REW262_GOV_AIINPAY,c_genuine_na,60,high,"stays on graph - full answerer base (n=220), 'No AI use' remains a rendered bar",,,132/220 orgs answer 'No AI use'; this set is the parent-No authority consumed by REW265_GOV_AIDISCLOSE (see that row: 36/63 of its N/A orgs sit inside these 132).,"'No AI use' is a substantive stance on the AI-governance maturity ladder, not a scope exclusion - every org can adopt or not adopt AI in pay decisions, and 60% not using it IS the benchmark finding. It is also the parent condition REW265_GOV_AIDISCLOSE gates on; stripping it would destroy the gate.",AI-governance family: REW262_GOV_AIINPAY is parent of REW265_GOV_AIDISCLOSE. Option is_na=false in bank already - consistent with (c).
RED_TERM_03,c_genuine_na,44.6,high,stays on graph — 'Not applicable (statutory only / no enhancement)' (83 orgs) is the org's actual redundancy stance and must remain in the distribution and denominator,,,"Cross-checked vs RED_TERM_01 'Statutory only (no enhancement)' (43 orgs): only 17/83 overlap — 66 orgs are statutory-only on TERM_03 but enhanced/discretionary on TERM_01. Redundancy-family seed incoherence, but it does not change the class.","Textbook watch-list case: statutory-only IS a real answer on redundancy terms (the org's max-weeks policy IS the statutory calculation), not a skip; removing it would misrepresent 45% of the market as if they had no position.","DEFECT: 'Varies by grade/tenure' (88 orgs, stays on graph) is flagged is_na=true in options_json — exact same defect class migrate_red_term_01_na_flag.py fixed on RED_TERM_01; DK (15) → blanket-DK diff; zero orgs picked any actual week-band option (Up to 12wks…104+ all zero) so the graph currently has no numeric substance; RED_TERM family (01/02/03) seed coherence needs repair."
RED_TERM_02,c_genuine_na,40.5,high,stays on graph — 'Not applicable (statutory only / no enhancement)' (77 orgs) is the org's actual redundancy policy,RED_TERM_01,(relation only — NOT proposed as gate) RED_TERM_01 != 'Statutory only (no enhancement)',"77 RED_TERM_02 statutory-N/A orgs vs 43 RED_TERM_01 'Statutory only' orgs: overlap only 13; 64 orgs claim statutory-only on TERM_02 while TERM_01 says they enhance; 30 TERM_01-statutory orgs give a max multiple. Sibling RED_TERM_03 statutory-N/A = 83, overlap with TERM_02's 77 is only 26.","Ruled c-pattern from the brief: statutory-only IS a real answer on redundancy terms — the max-multiple for a statutory-only org is the statutory multiple, not a skip. Consistent with migrate_red_term_01_na_flag.py (statutory/enhanced options are substantive poles, 'Statutory only' is the lean pole of the base25 spine).","HEAVY redundancy-family seed incoherence (RED_TERM_01/02/03 mutually contradictory statutory-only sets — 13/77 and 26/83 overlaps) — flag for seed repair regardless of classification. 'Varies by grade/tenure' (94) stays on graph per varies rule; DK (19) queued blanket-DK. Family: RED_TERM_01 parent-of RED_TERM_02/RED_TERM_03 (enhanced side), plus REW265_BEN_ENHANCEDVR adjacent."
REW_BEN_SICK_004,c_genuine_na,38.5,high,stays on graph (n=213 answerers; 'Don't know' 9 → blanket-DK diff),,none applied — REW_BEN_SICK_001 (statutory-vs-enhanced OSP) exists as an alternative conditioning route but the stance belongs on the graph per the pilot rule,"82 'Not applicable (statutory only)' vs 90 REW_BEN_SICK_001 in ('Statutory sick pay only','No sick pay provided'): overlap only 39 (43 N/A-but-001-says-enhanced; 51 001-statutory-but-004-substantive)","'Not applicable (statutory only)' IS a substantive answer — the org's sick-pay policy is statutory-only, exactly the pattern the sweep instructions flag as genuine; it must stay on the graph",OSP family: REW_BEN_SICK_001 is the stance authority (SICK_002 'None (statutory only)' carries the same stance); cross-metric stance incoherence (39/82) needs seed-repair regardless of classification; DK present → blanket-DK diff
RED_TERM_01,c_genuine_na,19.8,high,"stays on graph (full answerer base n=217); only the residual 'Not applicable / Don't know' (2 orgs, is_na already true per migrate_red_term_01_na_flag.py) leaves via the queued blanket-DK diff",,none — RED_TERM_01 is itself the parent authority for the RED_TERM family,"43 'Statutory only' orgs vs RED_TERM_02's 77 'Not applicable (statutory only/no enhancement)': overlap only 13 (30 stat-only-but-substantive-on-02, 64 the other way); vs RED_TERM_03's 83: overlap 17","'Statutory only (no enhancement)' IS the substantive lean pole — the org's redundancy policy is statutory-only (register: live/market, enhanced options = positive pole, confirmed by the r3sw5-era migration script which deliberately left it is_na=false)","RED_TERM family: 01 is presence/stance authority for children RED_TERM_02/03 whose statutory-only N/As cohere badly (13/77, 17/83) — seed-repair; 'Not applicable / Don't know' co-opts DK → blanket-DK diff, not this sweep"
REW265_GOV_GPGNAMING,c_genuine_na,13.6,high,stays on graph — 'Not in scope (under 250 employees)' is a substantive statutory-scope answer; base unchanged (n=220),,,"All 30 'Not in scope' orgs have orgs.fte_band = '50-249' (30/30, measured live) — zero false scope claims","GPG reporting scope is a statutory fact: an under-250 org's true state IS out-of-scope, exactly the prompt's named c-pattern. Verified against firmographics — the scope claim is perfectly coherent.","Flagged per the c-watch: statutory-scope option must NOT leave the graph. If the platform later wants a scoped view, fte_band >= 250 is a firmographic cut, not an N/A drop."
REW263_GOV_ETHDISREADY,c_genuine_na,13.6,high,stays on graph; relabel 'Not applicable' → 'Not in scope (under 250 employees)' to match REW265_GOV_GPGNAMING,,"scope fact, not a bank question: fte_band '50-249' (under statutory 250 threshold)","All 30 N/A orgs have orgs.fte_band='50-249' (30/30), and the set is identical 30/30 to REW265_GOV_GPGNAMING's 'Not in scope (under 250 employees)' set","On a 250+ statutory-reporting metric, under-250 is a real scope fact about the org, not a skip — it belongs on the graph per the pilot rule","statutory-scope family with REW265_GOV_GPGNAMING (same 30-org under-250 set, perfectly coherent); label inconsistency between the two ('Not applicable' vs 'Not in scope (under 250 employees)')"
PROP_8e0b6316,c_genuine_na,4.2,medium,stays on graph (n=214 answerers unchanged),,,"9 N/A orgs measured; no parent metric exists to compare against — bank search for pay-review exists-questions returned only practice/outcome metrics (PROP_9e4ad87f budget, PROP_634adacd median rise, etc.), none a presence gate.",'Not applicable (no pay review)' (9 orgs) is a substantive governance stance — the org's review-cycle policy IS none. It is the zero point of the frequency scale and sits alongside 'No regular cycle (ad hoc)' (11); dropping it would hide the weakest-governance orgs from the distribution. No pay-review-exists gate found in the bank (searched all 9 'pay review' questions).,"DK co-option present (2 answers, queued blanket-DK diff). Recommend relabel to 'No pay review conducted' so it stops pattern-matching as N/A — same logic as the migrate_red_term_01_na_flag.py precedent (substantive option wrongly wearing NA clothing)."
REW_FAI_TRONC_TYPES_b5547658,already_conditioned,0,high,stays as-is: already renders over tronc-Yes orgs (n=16); N/A vestigial for member entry,REW_PAY_TRONC_6db81475,REW_PAY_TRONC_6db81475 = 'Yes' (formal tronc operates),"All 16 TYPES answerers are REW_PAY_TRONC='Yes' orgs (16/16; tronc-Yes total is exactly 16, tronc-No 6 gave no child answers). 0 N/A selections.",Tronc family metric already conditioned: 'Not applicable' has zero live share and every answerer sits inside the tronc-Yes parent set. Keep option for member entry only.,Tronc/tips family: REW_PAY_TIPS_EXIST root -> REW_PAY_TRONC -> TRONC_TYPES / TRONC_GROUPS / PRO_GOV_TRONC_IND.
REW_PAY_TIPS_EXIST_7c80c508,already_conditioned,0,high,stays as-is: renders over its conditioned sector base (n=27); N/A vestigial for member entry,,"sector-conditioned family root (Hospitality, Leisure & Travel)","All 27 answerers are industry='Hospitality, Leisure & Travel' (27/27); N/A selected by 0 orgs.","Tips/tronc family ROOT, already conditioned: all answerers are Hospitality, Leisure & Travel orgs and 'Not applicable' has zero live share - vestigial option kept for member entry. 'No - tips not received' is substantive and stays on graph.","Tips/tronc family root: parent of REW_PAY_TRONC_6db81475, REW_FAIR_TIPS_DIST_7d34e570, PRO_GOV_TIPS_POL_9e387fc5, and transitively TRONC_TYPES/GROUPS."
REW_PAY_TRONC_6db81475,already_conditioned,0,high,already conditioned at seed level: answer rows exist only for tips-receiving orgs (n=22); optionally declare mode 'conditioned' in data/applicable_bases.json with base_label 'tips-receiving organisations' for the member caption,REW_PAY_TIPS_EXIST_7c80c508,= 'Yes – tips/service charges are received',"22 TRONC answerers == 22 REW_PAY_TIPS_EXIST 'Yes – tips/service charges are received' orgs — SET-IDENTICAL (equality verified, overlap 22/22, zero violations either way); the 5 tips-No orgs have no TRONC rows","Tronc/tips family, prompt-named already-conditioned case: the N/A option carries zero answers (vestigial, kept for member entry) and the answer base is exactly the parent-Yes set.","TRONC/TIPS FAMILY: REW_PAY_TIPS_EXIST_7c80c508 parent of REW_PAY_TRONC, PRO_GOV_TIPS_POL_9e387fc5, PRO_GOV_TRONC_IND_3cc52941, REW_FAI_TRONC_GROUPS/TYPES, REW_FAIR_TIPS_DIST_7d34e570. Vestigial zero-share 'Not applicable' option — keep for entry, nothing to drop."
REW_FAIR_TIPS_DIST_7d34e570,already_conditioned,0,high,unchanged — already renders over tips-receiving orgs (n=22); N/A option vestigial for member entry,REW_PAY_TIPS_EXIST_7c80c508,REW_PAY_TIPS_EXIST_7c80c508 = 'Yes – tips/service charges are received' (n=22),"22 TIPS_DIST answerers == 22 TIPS_EXIST-'Yes' orgs: intersection 22, 0 strays either direction — exact set equality verified live.","Tronc/tips family is the platform's established conditioned chain (hospitality sector-gated module, r3sw1 ratios, r3sw5 extension). The N/A option has zero live answers.",Tips/tronc family chain: REW_PAY_TIPS_EXIST -> REW_FAIR_TIPS_DIST -> REW_PAY_TRONC -> REW_FAI_TRONC_TYPES / REW_FAI_TRONC_GROUPS / PRO_GOV_TRONC_IND / PRO_GOV_TIPS_POL; module='hospitality' sector gate on top. Keep vestigial N/A for member entry per rule.
